id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI005491,Arturo,Vanegas,CE,1889953745,1983-09-01,2016-10-19,PREMIUM,370,Cartagena,Bolívar,ACTIVO,CORRESPONSAL
CLI005492,Esperanza,León,TI,6657364949,1975-02-05,2025-06-04,ESTANDAR,470,Barranquilla,Quindío,ACTIVO,OFICINA
CLI005493,Eliecer,Guerrero,CE,9503564008,1979-09-04,2019-10-12,ELITE,831,Villavicencio,Quindío,ACTIVO,OFICINA
CLI005494,Jairo,Rojas,TI,5130434093,1982-12-26,2018-07-22,PREMIUM,413,Bogotá,Tolima,INACTIVO,Pagina WEB
CLI005495,Judith,Valencia,CE,4167649083,2007-09-05,2018-10-02,ELITE,742,Cartagena,Cundinamarca,ACTIVO,Pagina WEB
CLI005496,Emilio,Gómez,CE,6719380100,1958-03-25,2022-01-21,ELITE,312,San Andrés,Atlántico,INACTIVO,Pagina WEB
CLI005497,Juan,Angulo,CE,1638843899,2005-12-24,2024-08-10,ELITE,502,Cali,Tolima,ACTIVO,Pagina WEB
CLI005498,María,Gómez,CE,9419337031,1969-09-08,2017-11-16,PREMIUM,538,San Andrés,Quindío,INACTIVO,CORRESPONSAL
CLI005499,Carolina,Ramírez,TI,3725417176,1969-09-04,2021-07-29,PREMIUM,614,Cali,Valle del Cauca,INACTIVO,Pagina WEB
CLI005500,Diego,Medina,TI,2744410114,1959-01-11,2024-08-05,ELITE,511,Fusagasugá,Valle del Cauca,INACTIVO,APP
CLI005501,Carlos,Sepúlveda,CE,7843819196,1967-04-22,2023-03-26,ELITE,365,Villavicencio,Cundinamarca,ACTIVO,OFICINA
CLI005502,Enrique,Gonzáles,CC,6022219876,2004-10-12,2017-08-23,PREMIUM,723,Ibagué,Valle del Cauca,ACTIVO,Pagina WEB
CLI005503,Yesid,Muñoz,CC,3493782801,1973-07-15,2019-12-14,ELITE,419,Cali,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI005504,Cristian,Monsalve,CC,6346335053,1991-03-04,2018-06-23,PREMIUM,407,Barranquilla,Meta,INACTIVO,OFICINA
CLI005505,Rocío,Orozco,CC,1166937176,1990-04-12,2023-08-19,PREMIUM,503,Armenia,Tolima,INACTIVO,CORRESPONSAL
CLI005506,Maritza,Daza,TI,6259821074,1978-01-02,2025-07-16,BASICO,404,Medellín,Valle del Cauca,ACTIVO,CORRESPONSAL
CLI005507,José,Herrera,CC,4051853582,1974-06-24,2016-08-18,ESTANDAR,469,Villavicencio,Valle del Cauca,INACTIVO,Pagina WEB
CLI005508,David,Moreno,TI,4912732171,1976-09-10,2023-09-01,ESTANDAR,509,Fusagasugá,Bolívar,INACTIVO,Pagina WEB
CLI005509,Miguel,Gaviria,CE,9375847913,1948-07-28,2022-05-05,PREMIUM,674,Fusagasugá,Antioquia,ACTIVO,CORRESPONSAL
CLI005510,Cristobal,Niño,CE,3849698866,1992-04-02,2022-02-25,ESTANDAR,316,Bogotá,Cundinamarca,ACTIVO,OFICINA
CLI005511,Eduardo,Bermúdez,TI,5572546470,1980-11-04,2020-04-12,ELITE,821,Fusagasugá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005512,William,Cabrera,CE,8443881360,1994-10-28,2020-12-08,ESTANDAR,894,Bogotá,Meta,INACTIVO,CORRESPONSAL
CLI005513,Milton,Rosero,CE,3715816683,1986-08-21,2019-07-31,ESTANDAR,757,Barranquilla,San Andrés y Providencia,INACTIVO,OFICINA
CLI005514,Óscar,Ortiz,CE,8388811367,1978-06-01,2017-09-18,BASICO,590,San Andrés,Valle del Cauca,INACTIVO,Pagina WEB
CLI005515,Alexander,Córdoba,TI,7538220619,1971-01-29,2023-07-31,ESTANDAR,651,Armenia,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005516,Adriana,Quintero,TI,1032965841,1947-01-25,2020-11-14,ELITE,572,Bogotá,Valle del Cauca,INACTIVO,OFICINA
CLI005517,Carlos,Ortiz,CE,2881663857,1984-10-23,2024-08-17,ESTANDAR,676,Bogotá,Cundinamarca,INACTIVO,APP
CLI005518,Mercedes,Ramírez,CC,4139946526,1950-07-19,2020-09-01,ELITE,475,Bogotá,Atlántico,INACTIVO,APP
CLI005519,José,Parra,CE,213334410,1966-10-04,2017-03-03,ESTANDAR,362,Barranquilla,Atlántico,INACTIVO,OFICINA
CLI005520,Fredy,Osorio,CC,466197466,1960-03-15,2024-10-25,PREMIUM,929,Medellín,Cundinamarca,ACTIVO,CORRESPONSAL
CLI005521,Luz,Muñoz,CC,7726499304,1973-03-02,2018-11-06,ELITE,940,Ibagué,Meta,INACTIVO,APP
CLI005522,René,Rivas,CC,4178103496,1989-04-07,2020-11-18,PREMIUM,873,San Andrés,Meta,INACTIVO,Pagina WEB
CLI005523,Javier,Pulido,CE,7920952446,1989-05-24,2019-10-29,ELITE,835,Cartagena,Cundinamarca,ACTIVO,Pagina WEB
CLI005524,José,Martínez,TI,7700850321,1948-12-31,2018-02-22,ESTANDAR,418,Armenia,Tolima,ACTIVO,OFICINA
CLI005525,David,Guzmán,CC,9252221226,2003-11-05,2026-01-20,PREMIUM,814,Barranquilla,Bolívar,ACTIVO,Pagina WEB
CLI005526,Esmeralda,Restrepo,CE,9480388351,1996-06-12,2021-11-11,ELITE,896,Armenia,Bolívar,ACTIVO,APP
CLI005527,Enrique,Díaz,CC,4126068140,1964-11-02,2021-12-13,ESTANDAR,418,Cartagena,Valle del Cauca,ACTIVO,APP
CLI005528,Nelson,Rojas,TI,8933796034,1990-12-06,2023-06-07,BASICO,480,Barranquilla,Meta,ACTIVO,OFICINA
CLI005529,Rocío,Mejía,CE,55585298,2006-11-07,2026-05-04,PREMIUM,422,Fusagasugá,Quindío,ACTIVO,OFICINA
CLI005530,Jorge,Barrios,CE,1518189450,1967-11-20,2016-11-06,ESTANDAR,577,Armenia,Cundinamarca,ACTIVO,APP
CLI005531,Guillermo,Guerrero,TI,5273752572,1987-08-24,2016-09-30,ELITE,904,Villavicencio,Atlántico,ACTIVO,CORRESPONSAL
CLI005532,Verónica,Giraldo,CC,55253890,1970-03-29,2020-01-31,BASICO,401,Bogotá,Meta,ACTIVO,CORRESPONSAL
CLI005533,María,Bedoya,CC,5902177323,1987-06-21,2020-01-20,ELITE,632,Ibagué,Meta,INACTIVO,CORRESPONSAL
CLI005534,Pedro,Cárdenas,TI,719525338,1977-11-04,2023-03-13,BASICO,321,Ibagué,San Andrés y Providencia,ACTIVO,APP
CLI005535,Jorge,Meneses,CC,3530213060,1989-07-25,2025-11-20,ESTANDAR,515,Medellín,Cundinamarca,INACTIVO,APP
CLI005536,Yamile,Rangel,TI,9694742980,1997-08-17,2023-05-29,ELITE,324,Cali,San Andrés y Providencia,ACTIVO,APP
CLI005537,Juan,Chávez,CC,1596474441,1959-07-22,2025-09-25,PREMIUM,608,Fusagasugá,Atlántico,INACTIVO,CORRESPONSAL
CLI005538,María,Zapata,CE,7117355641,1946-10-21,2018-10-16,BASICO,912,Ibagué,Antioquia,INACTIVO,Pagina WEB
CLI005539,Alejandro,Álvarez,TI,3904027886,1973-12-22,2023-03-27,BASICO,717,Medellín,Atlántico,ACTIVO,Pagina WEB
CLI005540,Brayan,Mejía,CE,3896336577,1984-06-05,2023-09-01,PREMIUM,519,Cartagena,Cundinamarca,ACTIVO,Pagina WEB
CLI005541,Luis,González,TI,2660204979,1981-01-18,2019-06-02,ELITE,367,San Andrés,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI005542,Pedro,Quintero,CC,7416370396,1994-05-11,2018-08-07,BASICO,316,Barranquilla,Cundinamarca,INACTIVO,Pagina WEB
CLI005543,Pilar,Ceballos,TI,1169200072,1974-09-09,2024-07-09,ESTANDAR,880,Fusagasugá,Atlántico,INACTIVO,Pagina WEB
CLI005544,María,Gil,CC,2515868433,1961-09-26,2026-07-19,PREMIUM,441,Ibagué,Quindío,INACTIVO,CORRESPONSAL
CLI005545,Cristian,Gómez,TI,3517941335,1960-02-29,2024-11-13,BASICO,779,Medellín,Tolima,ACTIVO,Pagina WEB
CLI005546,Clara,Castaño,TI,4973563214,1945-10-17,2022-05-12,PREMIUM,937,Ibagué,Meta,INACTIVO,APP
CLI005547,María,Rengifo,CC,2661391890,1951-10-08,2018-09-14,ELITE,791,Bogotá,Cundinamarca,INACTIVO,APP
CLI005548,Marta,López,TI,4616412737,2006-04-03,2023-04-13,BASICO,400,Cali,Tolima,ACTIVO,CORRESPONSAL
CLI005549,Harold,Bermúdez,TI,5916482702,1974-10-08,2021-03-25,PREMIUM,666,Villavicencio,Cundinamarca,ACTIVO,Pagina WEB
CLI005550,David,Díaz,CC,1101358142,1947-07-07,2022-04-17,ELITE,654,Barranquilla,Quindío,INACTIVO,OFICINA
CLI005551,Daniel,García,TI,4732321691,1980-03-31,2023-06-19,ESTANDAR,393,Fusagasugá,Antioquia,ACTIVO,CORRESPONSAL
CLI005552,Fernanda,Pérez,CE,8149154110,2005-04-16,2023-12-21,BASICO,372,Cali,Atlántico,ACTIVO,OFICINA
CLI005553,Patricia,Buitrago,CE,3084241514,1994-06-02,2022-08-01,ESTANDAR,824,Cali,Meta,ACTIVO,Pagina WEB
CLI005554,Paula,Velasco,CC,6113067401,1998-01-08,2022-03-24,PREMIUM,652,Bogotá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005555,Antonio,Herrera,CC,6787606093,1988-09-27,2018-12-30,PREMIUM,735,Cartagena,Atlántico,ACTIVO,APP
CLI005556,Fernando,Cruz,TI,3436318567,1972-02-12,2017-08-23,PREMIUM,721,San Andrés,Tolima,ACTIVO,OFICINA
CLI005557,Erika,Suárez,CC,563581046,1957-12-22,2021-09-27,ELITE,419,Ibagué,Bolívar,ACTIVO,APP
CLI005558,Adolfo,Prieto,CC,6603894401,1947-03-18,2017-07-03,ELITE,881,Medellín,Quindío,ACTIVO,CORRESPONSAL
CLI005559,Doris,Guzmán,TI,3114116474,1983-01-13,2022-12-25,PREMIUM,327,Barranquilla,Valle del Cauca,ACTIVO,APP
CLI005560,Marleny,Parada,CC,214588376,1952-02-06,2023-04-08,BASICO,669,Armenia,Meta,ACTIVO,OFICINA
CLI005561,Humberto,Hurtado,CE,3387798667,1970-09-21,2016-09-30,ELITE,454,Ibagué,Quindío,INACTIVO,APP
CLI005562,Luis,Flórez,TI,9009352796,1948-12-03,2018-11-06,BASICO,755,Cali,Cundinamarca,ACTIVO,APP
CLI005563,Lina,Galvis,CE,30051037,1976-02-22,2025-03-29,BASICO,425,Barranquilla,Cundinamarca,ACTIVO,Pagina WEB
CLI005564,José,Jiménez,CE,1373452054,1998-05-01,2026-02-14,ESTANDAR,378,Ibagué,Quindío,ACTIVO,OFICINA
CLI005565,Yolanda,Ospina,CC,533033565,1990-03-31,2024-02-17,BASICO,828,Fusagasugá,Tolima,ACTIVO,APP
CLI005566,Sandra,Rueda,CC,5964195245,2000-04-15,2018-04-14,BASICO,652,Medellín,Antioquia,ACTIVO,APP
CLI005567,Ana,Vargas,TI,7516747114,1967-05-08,2024-05-31,BASICO,908,Medellín,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI005568,Esteban,Guzmán,TI,1479872586,2007-03-06,2018-07-07,ESTANDAR,797,Cali,Tolima,INACTIVO,APP
CLI005569,Mary,Ospina,CE,4363552547,1970-08-14,2025-01-25,BASICO,573,Cartagena,Valle del Cauca,ACTIVO,OFICINA
CLI005570,Ximena,Martínez,CC,2152334711,1979-06-11,2019-02-28,ELITE,513,Cali,Meta,INACTIVO,APP
CLI005571,Camilo,Vega,CE,681596091,1959-01-27,2019-09-25,ELITE,858,Barranquilla,Cundinamarca,ACTIVO,Pagina WEB
CLI005572,Alberto,Romero,CE,1467663197,2006-05-04,2018-12-09,BASICO,402,Cartagena,Atlántico,ACTIVO,APP
CLI005573,Eugenia,Hoyos,TI,8987219450,1959-11-04,2019-06-12,ELITE,492,Cali,Cundinamarca,ACTIVO,Pagina WEB
CLI005574,Bayron,Ochoa,CE,7369634505,1991-07-17,2020-10-26,ELITE,821,Villavicencio,Antioquia,ACTIVO,APP
CLI005575,Lucía,Camacho,TI,7205145294,1975-10-17,2026-02-20,ELITE,779,Medellín,Quindío,ACTIVO,OFICINA
CLI005576,Harol,Fernández,CE,8201252153,1986-07-08,2020-07-17,PREMIUM,950,Armenia,Valle del Cauca,ACTIVO,OFICINA
CLI005577,Juan,Mora,CE,5943799578,1950-12-13,2020-04-06,PREMIUM,653,Bogotá,Meta,ACTIVO,APP
CLI005578,Daniela,Roa,CE,3134974443,1970-10-27,2019-04-06,BASICO,388,Villavicencio,Atlántico,ACTIVO,Pagina WEB
CLI005579,Javier,Contreras,TI,2355551553,1953-08-05,2017-01-17,PREMIUM,738,Fusagasugá,Tolima,ACTIVO,Pagina WEB
CLI005580,Héctor,Prada,CE,1362553061,1956-07-12,2024-06-27,ELITE,633,Armenia,Tolima,ACTIVO,Pagina WEB
CLI005581,Daniel,Herrera,TI,186638955,1999-01-21,2024-08-24,BASICO,749,Medellín,Tolima,INACTIVO,Pagina WEB
CLI005582,Denis,Villamizar,CE,3823287044,2007-07-20,2021-04-10,ESTANDAR,464,Ibagué,Cundinamarca,INACTIVO,APP
CLI005583,Inés,Torres,TI,3537893070,2008-02-17,2026-05-09,ESTANDAR,499,Fusagasugá,Antioquia,ACTIVO,Pagina WEB
CLI005584,Patricia,Sánchez,CE,1791213713,1989-07-09,2020-07-19,BASICO,827,Bogotá,San Andrés y Providencia,INACTIVO,APP
CLI005585,Alejandra,Sánchez,CE,7607119215,1985-08-20,2017-07-22,PREMIUM,947,Bogotá,Cundinamarca,ACTIVO,APP
CLI005586,Isabel,Herrera,TI,2278745931,1978-12-03,2021-03-05,ESTANDAR,751,Medellín,Antioquia,ACTIVO,APP
CLI005587,María,Rivera,CC,4650170992,2005-10-12,2023-03-21,BASICO,538,San Andrés,Bolívar,ACTIVO,Pagina WEB
CLI005588,Lina,García,CE,7702379012,1982-07-23,2021-07-07,BASICO,357,Cartagena,Atlántico,ACTIVO,Pagina WEB
CLI005589,Antonio,Ayala,CE,1749847055,1961-02-27,2017-07-26,PREMIUM,406,Cartagena,Bolívar,INACTIVO,Pagina WEB
CLI005590,Marisol,Barrera,TI,2263785809,1994-11-10,2023-06-23,ELITE,339,Armenia,Quindío,INACTIVO,Pagina WEB
CLI005591,Liliana,González,CE,4150457220,1975-03-04,2024-06-10,BASICO,933,Barranquilla,Cundinamarca,ACTIVO,Pagina WEB
CLI005592,Mary,Londoño,TI,3125012512,1957-10-01,2019-11-05,ELITE,929,San Andrés,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005593,Fernando,Jaramillo,TI,705090964,1995-03-26,2023-09-18,BASICO,645,Cartagena,Tolima,ACTIVO,Pagina WEB
CLI005594,María,Gutiérrez,CE,6236090262,1963-07-12,2025-10-12,ESTANDAR,896,Bogotá,Quindío,ACTIVO,Pagina WEB
CLI005595,Dora,Ríos,CE,4911036735,1964-01-28,2019-11-10,PREMIUM,918,Ibagué,Quindío,ACTIVO,CORRESPONSAL
CLI005596,Gustavo,Ariza,CE,8094696140,1968-04-09,2022-09-18,BASICO,643,Ibagué,Tolima,ACTIVO,OFICINA
CLI005597,Diana,Morales,CC,6541262527,1996-06-13,2019-08-03,ESTANDAR,422,Bogotá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI005598,Hernando,García,CC,7690250962,1985-04-18,2023-06-04,ELITE,502,San Andrés,Tolima,INACTIVO,APP
CLI005599,Camila,Pérez,TI,655238692,1989-12-09,2024-08-26,ELITE,680,Villavicencio,Atlántico,ACTIVO,Pagina WEB
CLI005600,Arturo,Ramírez,TI,8314885747,1969-09-10,2025-03-03,BASICO,457,San Andrés,Bolívar,ACTIVO,Pagina WEB
CLI005601,Alejandra,Giraldo,TI,7214345575,1980-04-17,2020-06-06,ESTANDAR,727,San Andrés,Atlántico,INACTIVO,OFICINA
CLI005602,Alix,Quintero,CE,2095286601,2006-12-23,2017-05-23,ESTANDAR,536,San Andrés,Atlántico,INACTIVO,APP
CLI005603,Carlos,Mendoza,CC,9495418296,1966-12-07,2017-04-21,BASICO,888,Bogotá,San Andrés y Providencia,INACTIVO,APP
CLI005604,Jorge,Vargas,CE,1660700616,1992-07-30,2025-04-25,ELITE,453,Ibagué,Antioquia,INACTIVO,CORRESPONSAL
CLI005605,Tatiana,Flórez,CC,1630179688,1949-05-02,2024-09-17,BASICO,559,San Andrés,Quindío,ACTIVO,Pagina WEB
CLI005606,Hernán,Ramírez,TI,4255814369,1974-04-02,2019-05-30,PREMIUM,949,Villavicencio,San Andrés y Providencia,ACTIVO,OFICINA
CLI005607,Rocío,Galindo,CE,380076541,1962-03-05,2025-07-28,PREMIUM,898,San Andrés,Meta,ACTIVO,APP
CLI005608,María,Moreno,CC,3868303928,1955-11-20,2024-07-14,ELITE,306,Bogotá,Meta,INACTIVO,CORRESPONSAL
CLI005609,Luz,Navarro,TI,4679616969,1948-03-05,2020-04-02,ESTANDAR,445,Cali,Valle del Cauca,ACTIVO,Pagina WEB
CLI005610,Esther,Pineda,TI,8883606986,1982-08-02,2020-08-14,BASICO,723,Cartagena,Bolívar,INACTIVO,Pagina WEB
CLI005611,Milena,Bedoya,TI,9525072848,1975-10-07,2024-11-20,BASICO,857,Cartagena,Quindío,INACTIVO,CORRESPONSAL
CLI005612,Elena,Garzón,CC,7032483817,1968-07-17,2022-07-10,BASICO,371,San Andrés,Valle del Cauca,ACTIVO,CORRESPONSAL
CLI005613,Luis,León,CE,4604104488,1960-07-03,2018-07-10,BASICO,380,Medellín,Cundinamarca,ACTIVO,OFICINA
CLI005614,Alba,Bastidas,CC,2197842098,2001-08-31,2026-03-05,ELITE,385,Cali,Meta,ACTIVO,APP
CLI005615,Isabel,Triana,TI,6926202104,1962-07-30,2026-01-27,BASICO,548,San Andrés,Atlántico,ACTIVO,APP
CLI005616,María,Velasco,TI,5334418979,1955-03-18,2025-01-25,PREMIUM,658,Villavicencio,Cundinamarca,INACTIVO,APP
CLI005617,Cristian,Arboleda,CE,2450761398,1974-10-02,2021-05-11,ELITE,587,San Andrés,Atlántico,INACTIVO,Pagina WEB
CLI005618,María,Londoño,CC,9496939501,1966-04-20,2019-12-13,PREMIUM,707,Armenia,Cundinamarca,ACTIVO,CORRESPONSAL
CLI005619,Angélica,Gómez,CE,5365746617,1949-06-27,2026-02-04,ESTANDAR,355,Medellín,Atlántico,ACTIVO,APP
CLI005620,Jaime,Rojas,TI,5915322754,1973-03-29,2019-03-18,BASICO,506,Medellín,Antioquia,ACTIVO,APP
CLI005621,Andrés,Ortiz,CC,3676037533,1977-03-20,2024-11-24,ELITE,766,Medellín,Bolívar,ACTIVO,CORRESPONSAL
CLI005622,Edwar,Arroyo,CC,5314942034,1945-08-08,2025-09-27,PREMIUM,443,Armenia,Bolívar,ACTIVO,CORRESPONSAL
CLI005623,Clara,Gómez,CE,171319684,1975-10-23,2021-09-03,BASICO,808,Fusagasugá,Bolívar,ACTIVO,OFICINA
CLI005624,Alejandro,Sepúlveda,CE,128589203,1970-09-07,2018-08-19,ELITE,574,Cali,San Andrés y Providencia,ACTIVO,Pagina WEB
CLI005625,Luz,Vargas,CE,604239424,1964-10-02,2018-12-29,PREMIUM,474,San Andrés,San Andrés y Providencia,ACTIVO,APP
CLI005626,Sebastián,Ruiz,TI,3881084697,1955-03-06,2018-10-22,ESTANDAR,502,Ibagué,Tolima,INACTIVO,CORRESPONSAL
CLI005627,Fanny,Ardila,CE,9129688691,1949-05-06,2021-07-10,PREMIUM,658,Cali,Valle del Cauca,INACTIVO,APP
CLI005628,Iván,Suárez,CE,2578712231,1970-10-06,2022-12-02,PREMIUM,584,Ibagué,Tolima,ACTIVO,CORRESPONSAL
CLI005629,Sandra,Mendoza,TI,324137115,1959-07-04,2019-05-27,ELITE,819,Ibagué,Antioquia,INACTIVO,Pagina WEB
CLI005630,Deisy,Quintero,CE,53828416,1970-02-16,2025-09-18,ELITE,920,Ibagué,Cundinamarca,ACTIVO,Pagina WEB
CLI005631,Graciela,Calderón,CE,8243896513,1972-07-25,2025-01-24,PREMIUM,761,Cartagena,Atlántico,INACTIVO,APP
CLI005632,Leidy,Suárez,CC,3959095856,1993-09-03,2021-03-07,ESTANDAR,929,Barranquilla,Valle del Cauca,ACTIVO,OFICINA
CLI005633,Camilo,Angarita,CC,7872391597,2003-10-09,2024-07-17,ELITE,695,Fusagasugá,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI005634,César,Ruiz,CC,4026629924,2008-04-05,2024-05-29,ESTANDAR,383,San Andrés,Valle del Cauca,INACTIVO,CORRESPONSAL
CLI005635,Humberto,Rodríguez,CE,6763195637,1948-12-18,2022-07-16,ESTANDAR,685,San Andrés,Bolívar,ACTIVO,CORRESPONSAL
CLI005636,César,Gómez,CE,3859394485,2006-03-11,2023-11-24,BASICO,686,Villavicencio,Tolima,ACTIVO,OFICINA
CLI005637,Adriana,Rodríguez,TI,2154115095,1968-03-05,2020-04-02,ESTANDAR,465,Villavicencio,Cundinamarca,ACTIVO,OFICINA
CLI005638,Javier,Jiménez,CE,7048022679,1952-03-10,2019-08-13,ESTANDAR,682,San Andrés,San Andrés y Providencia,ACTIVO,APP
CLI005639,Armando,Molina,TI,5850263345,1977-05-14,2021-02-16,BASICO,883,Medellín,Cundinamarca,INACTIVO,Pagina WEB
CLI005640,Alexander,Uribe,TI,713790728,1959-02-17,2020-02-02,BASICO,743,Cali,Bolívar,ACTIVO,OFICINA
CLI005641,Jorge,Rojas,TI,5784166715,1959-02-23,2024-02-25,ELITE,450,Bogotá,Bolívar,ACTIVO,APP
CLI005642,Luisa,Arias,CC,738347208,1972-12-11,2023-03-16,PREMIUM,631,San Andrés,Cundinamarca,ACTIVO,APP
CLI005643,Mary,Álvarez,TI,6002211058,1966-04-03,2016-12-03,ESTANDAR,940,Cali,Tolima,INACTIVO,APP
CLI005644,Martha,Benavides,CC,2837554812,1990-02-16,2017-12-08,ELITE,914,Fusagasugá,San Andrés y Providencia,ACTIVO,CORRESPONSAL
CLI005645,Carmen,Alvarado,TI,6509433632,1968-03-11,2018-08-31,BASICO,552,Ibagué,Antioquia,ACTIVO,OFICINA
CLI005646,Gladys,Ramos,CC,7675474433,1954-07-11,2026-06-14,ELITE,511,Fusagasugá,Meta,ACTIVO,CORRESPONSAL
CLI005647,Jorge,Guerra,CE,8447046604,2001-03-08,2025-02-24,PREMIUM,492,Cali,Cundinamarca,ACTIVO,APP
CLI005648,Julio,Escobar,CE,7549507088,1980-02-27,2026-03-25,PREMIUM,354,Medellín,Antioquia,ACTIVO,OFICINA
CLI005649,Claudia,Cifuentes,TI,5050456225,1961-09-05,2018-09-23,ELITE,813,Bogotá,San Andrés y Providencia,INACTIVO,Pagina WEB
CLI005650,Esteban,Soto,TI,3752005866,1976-07-16,2016-12-31,ELITE,910,Fusagasugá,Meta,INACTIVO,CORRESPONSAL
CLI005651,Wilson,Cano,CC,1325998962,1984-02-05,2019-12-31,ELITE,610,Bogotá,Quindío,ACTIVO,CORRESPONSAL
CLI005652,Fernanda,Cabrera,CC,6762826205,1950-12-03,2019-02-01,ELITE,846,Fusagasugá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005653,Alberto,Calderón,CC,8446979094,1967-02-04,2026-06-29,BASICO,322,Medellín,Cundinamarca,INACTIVO,OFICINA
CLI005654,Margarita,Ángel,TI,591174814,1984-07-15,2022-03-28,BASICO,406,Cali,San Andrés y Providencia,INACTIVO,CORRESPONSAL
CLI005655,Jorge,Silva,CE,4619583211,1953-12-30,2021-12-02,PREMIUM,717,Cartagena,Antioquia,ACTIVO,OFICINA
CLI005656,José,Muñoz,TI,840003080,1961-06-29,2021-09-15,ELITE,755,Ibagué,Quindío,ACTIVO,OFICINA
CLI005657,Eduardo,Cardona,TI,3630466755,1955-03-23,2025-05-09,ELITE,854,Barranquilla,Atlántico,INACTIVO,OFICINA
CLI005658,Irma,Daza,CC,542320009,1979-05-04,2018-07-20,ESTANDAR,785,Cali,Meta,INACTIVO,OFICINA
CLI005659,Dario,Mora,TI,7781033693,1955-02-05,2020-03-01,ELITE,891,Fusagasugá,Antioquia,INACTIVO,Pagina WEB
CLI005660,Emerson,Sanabria,CE,1673325386,1947-11-26,2025-09-06,PREMIUM,701,Armenia,Cundinamarca,INACTIVO,OFICINA
CLI005661,Felipe,Vanegas,CC,9914578492,2007-02-25,2023-04-07,ESTANDAR,895,Fusagasugá,Antioquia,INACTIVO,OFICINA
CLI005662,Jhon,Mosquera,CE,3452170497,1979-12-05,2025-05-09,PREMIUM,835,San Andrés,Bolívar,INACTIVO,APP
CLI005663,Guillermo,Hernández,TI,9429415054,1984-05-05,2026-06-05,PREMIUM,487,Medellín,Quindío,INACTIVO,Pagina WEB
CLI005664,Yamile,Romero,CC,4881153596,1973-11-21,2020-08-27,ESTANDAR,838,San Andrés,Quindío,INACTIVO,APP
CLI005665,Ramón,Bustos,CC,4630070314,1978-05-25,2025-10-06,BASICO,584,Ibagué,Meta,INACTIVO,Pagina WEB
CLI005666,Germán,González,CE,6906984564,1997-12-25,2021-06-25,PREMIUM,856,Barranquilla,Meta,ACTIVO,APP
CLI005667,Patricia,Ramírez,CC,2350001702,1970-03-01,2021-05-28,ELITE,470,Armenia,Cundinamarca,INACTIVO,APP
CLI005668,Bernardo,Giraldo,CC,2290108461,1955-12-21,2024-09-25,PREMIUM,720,Armenia,Cundinamarca,ACTIVO,Pagina WEB
CLI005669,Harold,Ramírez,CE,4435172823,1976-11-13,2023-08-18,ELITE,459,Bogotá,Valle del Cauca,ACTIVO,OFICINA
CLI005670,Alejandro,Reyes,CE,9960721926,1975-12-11,2024-06-07,PREMIUM,921,Ibagué,San Andrés y Providencia,INACTIVO,OFICINA
CLI005671,Mauricio,Pérez,TI,3858930330,2002-03-25,2025-06-22,ELITE,814,Armenia,Quindío,ACTIVO,APP
CLI005672,Orlando,Zapata,CC,5467053245,1973-12-22,2024-01-22,ELITE,734,Barranquilla,Atlántico,INACTIVO,OFICINA
CLI005673,Luisa,López,TI,3029649027,1980-12-16,2023-02-17,PREMIUM,712,Armenia,Bolívar,ACTIVO,APP
CLI005674,Mauricio,Zapata,CE,5201706704,1963-05-04,2021-01-18,BASICO,305,Cartagena,Quindío,INACTIVO,APP
CLI005675,Richard,Muñoz,CC,6124035608,2003-02-25,2021-02-28,PREMIUM,581,Villavicencio,Meta,ACTIVO,OFICINA
CLI005676,Myriam,Martínez,CE,6124337208,1990-11-25,2024-08-05,BASICO,812,San Andrés,Antioquia,ACTIVO,Pagina WEB
CLI005677,Martín,Martínez,TI,8486556365,1955-09-09,2018-10-15,ELITE,755,Cartagena,Tolima,INACTIVO,OFICINA
CLI005678,Gerardo,Pacheco,CE,6370469455,1961-05-24,2018-12-01,BASICO,474,Barranquilla,Valle del Cauca,INACTIVO,OFICINA
CLI005679,Hernán,Gaitán,CE,8220063292,1965-09-27,2020-04-13,ESTANDAR,788,Ibagué,Meta,INACTIVO,CORRESPONSAL
CLI005680,Juan,Rojas,CE,3126320226,1965-10-31,2016-11-27,PREMIUM,440,Armenia,Cundinamarca,INACTIVO,Pagina WEB
CLI005681,Juan,Ortiz,CC,3136524299,1982-01-14,2022-05-25,ELITE,779,Cartagena,Cundinamarca,INACTIVO,CORRESPONSAL
CLI005682,Gonzalo,Delgado,CE,3528972265,1986-04-25,2018-09-07,ELITE,332,Villavicencio,Cundinamarca,ACTIVO,OFICINA
CLI005683,Maritza,Medina,TI,2774497493,2008-05-06,2017-04-23,PREMIUM,627,Villavicencio,Quindío,ACTIVO,CORRESPONSAL
